"gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","customerID","Churn"
"Female","0","Yes","Yes",67,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)",36.15,2434.45,"3884-UEBXB","No"
"Female","0","No","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.2,532.1,"8780-RSYYU","No"
"Female","0","Yes","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.25,375.25,"5537-UXXVS","No"
"Female","0","No","Yes",2,"Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",61.2,125.95,"1791-PQHBB","No"
"Male","0","No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.45,1042.65,"8701-DGLVH","No"
"Female","0","Yes","Yes",46,"No","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",35.05,1620.25,"8741-LQOBK","No"
"Female","0","No","No",25,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.25,2387.75,"3393-FMZPV","Yes"
"Male","0","No","Yes",13,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.0,659.35,"8082-GHXOP","No"
"Female","1","No","No",25,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",102.8,2660.2,"6402-ZFPPI","Yes"
"Male","0","Yes","Yes",26,"Yes","No","DSL","No","No","Yes","No","No","No","One year","No","Mailed check",50.35,1285.8,"0980-FEXWF","No"
"Male","0","No","No",43,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",100.0,4211.55,"7486-KSRVI","Yes"
"Male","0","No","Yes",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.0,377.55,"3011-WQKSZ","No"
"Male","0","Yes","No",10,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.85,990.9,"8443-WVPSS","Yes"
"Female","0","No","Yes",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.2,193.8,"3006-XIMLN","Yes"
"Female","0","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",86.4,6058.95,"8218-FFJDS","No"
"Male","1","No","No",18,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",58.4,964.9,"1986-PHGZF","No"
"Male","1","No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.85,790.15,"9965-YOKZB","Yes"
"Female","1","No","No",27,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",88.3,2467.75,"0504-HHAPI","Yes"
"Male","0","No","No",24,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.1,2322.85,"9360-OMDZZ","No"
"Male","0","No","No",69,"Yes","No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.05,7262.0,"6305-YLBMM","Yes"
"Female","0","Yes","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.9,4854.3,"0345-XMMUG","No"
"Female","1","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",107.4,7748.75,"8024-XNAFQ","No"
"Male","0","Yes","No",22,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",94.7,1914.9,"3647-GMGDH","Yes"
"Female","1","Yes","No",70,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.85,6470.1,"2988-GBIVW","No"
"Female","0","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.9,57.4,"2832-SCUCO","No"
"Male","0","Yes","No",31,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",66.4,2019.8,"7036-ZZKBD","No"
"Female","1","Yes","No",56,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",100.65,5688.05,"3791-LGQCY","Yes"
"Female","0","Yes","Yes",16,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",100.7,1522.7,"0265-PSUAE","No"
"Male","0","No","Yes",52,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.6,1334.5,"0463-TXOAK","No"
"Male","0","Yes","Yes",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.85,252.0,"0594-UFTUL","No"
"Female","0","No","No",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.75,700.45,"9509-MPYOD","No"
"Female","0","No","No",59,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Electronic check",95.8,5655.45,"9128-CPXKI","No"
"Male","0","Yes","No",72,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.65,6747.35,"0129-KPTWJ","No"
"Female","1","Yes","No",66,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",80.55,5265.1,"8166-ZZTFS","Yes"
"Female","0","Yes","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)",106.65,5174.35,"5855-EIBDE","No"
"Female","0","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.85,105.6,"5365-LLFYV","No"
"Male","1","No","No",21,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",104.35,2271.85,"5956-YHHRX","No"
"Male","1","No","No",54,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",55.45,2966.95,"6008-NAIXK","No"
"Male","1","Yes","No",24,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",78.85,1772.25,"2956-GGUCQ","Yes"
"Male","0","No","No",1,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",61.15,61.15,"1928-BXYIV","No"
"Male","0","No","No",6,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",78.95,494.95,"5760-FXFVO","No"
"Female","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",44.45,44.45,"6595-COKXZ","Yes"
"Male","0","No","Yes",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.2,5290.45,"0961-ZWLVI","No"
"Female","0","Yes","Yes",56,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","Two year","Yes","Credit card (automatic)",61.3,3346.8,"5181-OABFK","No"
"Female","1","No","No",56,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",96.85,5219.65,"4007-NHVHI","No"
"Female","0","Yes","Yes",6,"No","No phone service","DSL","No","Yes","Yes","Yes","No","No","Two year","No","Mailed check",40.55,217.5,"7816-VGHTO","No"
"Male","0","No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.8,607.7,"5871-DGTXZ","No"
"Male","0","Yes","Yes",50,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",108.25,5431.4,"7550-WIQVA","No"
"Male","0","Yes","Yes",58,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.05,6004.85,"7544-ZVIKX","No"
"Female","0","Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",90.45,5957.9,"0016-QLJIS","No"
"Female","0","No","No",64,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",86.4,5442.05,"7508-DQAKK","No"
"Female","0","Yes","No",66,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",66.9,4370.25,"5176-OLSKT","No"
"Male","0","Yes","No",38,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",110.7,4428.6,"9356-AXGMP","No"
"Female","0","Yes","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.0,416.45,"3556-BVQGL","No"
"Male","0","No","No",36,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.9,3067.2,"0362-ZBZWJ","Yes"
"Male","1","No","No",64,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",102.1,6688.1,"8979-CAMGB","No"
"Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.25,20.25,"4211-MMAZN","Yes"
"Female","0","No","No",60,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)",70.15,4224.7,"7581-EBBOU","No"
"Male","0","No","No",1,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.35,74.35,"4274-OWWYO","Yes"
"Female","0","Yes","Yes",50,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",80.05,4042.2,"5073-RZGBK","No"
"Male","0","No","No",1,"Yes","Yes","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",62.05,62.05,"1541-ETJZO","Yes"
"Female","0","Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Electronic check",49.2,3580.95,"2192-CKRLV","No"
"Male","0","Yes","No",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.5,1198.8,"3154-HMWUU","No"
"Male","0","No","No",46,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Mailed check",38.25,1755.35,"6119-SPUDB","No"
"Female","0","Yes","Yes",69,"No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",54.95,3772.5,"6522-OIQSX","No"
"Male","1","No","No",31,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",96.6,2877.95,"7813-ZGGAW","No"
"Male","0","Yes","Yes",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.9,357.7,"8748-HFWBO","No"
"Female","0","Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.9,1397.3,"1052-QJIBV","No"
"Male","0","Yes","No",12,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",84.6,959.9,"1319-YLZJG","No"
"Male","0","Yes","Yes",39,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)",80.0,3182.95,"4106-HADHQ","Yes"
"Male","0","No","No",44,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",85.25,3704.15,"0723-FDLAY","No"
"Female","0","Yes","Yes",56,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",81.25,4620.4,"3050-RLLXC","No"
"Female","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",115.5,8312.75,"9298-WGMRW","No"
"Male","0","No","No",5,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Mailed check",104.1,541.9,"2369-UAPKZ","Yes"
"Female","0","No","No",11,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.0,929.3,"3088-LHEFH","No"
"Male","1","Yes","No",24,"No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",39.1,971.3,"2778-OCLGR","Yes"
"Female","1","Yes","No",15,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.65,1285.05,"6583-KQJLK","No"
"Male","0","No","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.8,1521.2,"8544-JNBOX","No"
"Male","0","Yes","No",56,"Yes","Yes","DSL","No","Yes","Yes","No","No","No","Two year","No","Credit card (automatic)",59.5,3389.25,"6681-ZSEXG","No"
"Male","1","No","No",64,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.05,1198.05,"6139-ZZRBQ","No"
"Female","0","Yes","No",34,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.45,3414.65,"6116-RFVHN","No"
"Male","0","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.5,162.45,"0637-KVDLV","Yes"
"Male","0","No","No",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.6,754.0,"8884-FEEWR","No"
"Male","0","No","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.3,467.15,"3125-RAHBV","No"
"Male","0","No","No",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.2,216.9,"6633-MPWBS","Yes"
"Male","0","No","No",9,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","One year","No","Mailed check",39.55,373.0,"0373-AIVNJ","No"
"Male","0","No","No",11,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",23.15,245.2,"8785-EPNCG","Yes"
"Male","0","No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.45,481.1,"1682-VCOIO","No"
"Female","0","Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",80.85,302.75,"5729-KLZAR","Yes"
"Male","0","Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.25,1728.2,"2072-ZVJJX","No"
"Male","0","Yes","No",33,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check",91.25,2964.05,"8849-AYPTR","No"
"Male","0","No","No",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",72.45,2156.25,"9518-IMLHK","No"
"Male","0","No","No",1,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Mailed check",60.1,60.1,"1582-RAFML","Yes"
"Female","0","No","No",56,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.7,1051.9,"3646-ITDGM","No"
"Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",78.95,78.95,"8740-CRYFY","Yes"
"Male","0","Yes","Yes",66,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",75.1,5013.0,"3569-VLDHH","No"
